t,P
0.001,0.9928152177348277
0.0012067926406393288,0.9913365707904676
0.0014563484775012444,0.9895553831629866
0.0017575106248547913,0.9874105567184603
0.0021209508879201904,0.9848290196106237
0.002559547922699536,0.9817235460826567
0.0030888435964774815,0.9779902561536824
0.003727593720314938,0.9735057854664405
0.004498432668969444,0.9681241369898488
0.005428675439323859,0.9616732611086717
0.006551285568595509,0.9539514645673839
0.0079060432109077,0.944723829115617
0.009540954763499945,0.9337189365963221
0.01151395399326447,0.9206263590240684
0.013894954943731374,0.9050955904017236
0.016768329368110076,0.8867373793902764
0.020235896477251564,0.8651287681874738
0.02442053094548651,0.8398235354861349
0.029470517025518096,0.8103701306780647
0.03556480306223128,0.776339470369179
0.04291934260128776,0.7373649662384961
0.0517947467923121,0.6931965822966788
0.0625055192527397,0.6437691879390218
0.07543120063354615,0.5892825235500018
0.09102981779915217,0.5302853468146795
0.10985411419875583,0.4677497731793558
0.13257113655901082,0.4031143096874281
0.15998587196060574,0.3382678849371169
0.19306977288832497,0.27544636526329314
0.2329951810515372,0.21702298753032112
0.2811768697974228,0.165199376324328
0.3393221771895326,0.12164390903164408
0.4094915062380423,0.0871686272709788
0.49417133613238334,0.061561659869340944
0.5963623316594643,0.043669958934299334
0.7196856730011514,0.03174118927729091
0.868511373751352,0.02390913664732858
1.0481131341546852,0.018620237084130204
1.2648552168552958,0.014831749236860205
1.5264179671752318,0.011961479510542368
1.8420699693267144,0.009714066645038499
2.2229964825261934,0.007927511964302034
2.6826957952797246,0.006495185444801251
3.2374575428176433,0.005340450124182856
3.906939937054613,0.004409303267119377
4.714866363457389,0.003665629970417296
5.689866029018293,0.0030859341296081595
6.866488450042998,0.00265313304452816
8.286427728546842,0.0023501944367932807
10.0,0.002155823323008255
