lambda,rho
0.04809698831278207,0.020304025974542568
0.14429096493834645,0.06091207792362771
0.24048494156391087,0.0
0.33667891818947526,0.060912077923627704
0.43287289481503965,0.020304025974542568
0.529066871440604,0.0
0.6252608480661684,0.060912077923627704
0.7214548246917328,0.12182415584725541
0.8176488013172972,0.0
0.9138427779428616,0.060912077923627704
1.010036754568426,0.0
1.1062307311939903,0.0
1.2024247078195547,0.12182415584725541
1.298618684445119,0.060912077923627704
1.3948126610706835,0.12182415584725541
1.4910066376962479,0.0
1.5872006143218123,0.060912077923627704
1.6833945909473766,0.0
1.779588567572941,0.14212818182179798
1.8757825441985054,0.0
1.9719765208240698,0.1827362337708827
2.0681704974496347,0.0
2.1643644740751986,0.12182415584725541
2.2605584507007634,0.060912077923627704
2.3567524273263274,0.0
2.4529464039518922,0.12182415584725541
2.549140380577456,0.12182415584725541
2.645334357203021,0.060912077923627704
2.741528333828585,0.1827362337708831
2.83772231045415,0.0
2.9339162870797137,0.12182415584725541
3.0301102637052786,0.12182415584725541
3.1263042403308425,0.060912077923627704
3.2224982169564074,0.12182415584725541
3.3186921935819713,0.12182415584725541
3.414886170207536,0.1827362337708831
3.5110801468331,0.12182415584725541
3.607274123458665,0.12182415584725541
3.703468100084229,0.08121610389817027
3.7996620767097937,0.1827362337708831
3.8958560533353577,0.060912077923627704
3.9920500299609225,0.4263845454653939
4.088244006586487,0.0
4.184437983212051,0.3654724675417679
4.280631959837615,0.0
4.376825936463179,0.0
4.473019913088745,0.18273623377088227
4.569213889714309,0.3654724675417679
4.665407866339873,0.12182415584725596
4.761601842965437,0.24364831169450968
4.8577958195910025,0.0
4.953989796216566,0.12182415584725596
5.05018377284213,0.18273623377088394
5.146377749467694,0.0
5.24257172609326,0.36547246754176455
5.338765702718824,0.12182415584725596
5.434959679344388,0.12182415584725596
5.531153655969952,0.18273623377088227
5.627347632595518,0.12182415584725484
5.723541609221082,0.06091207792362798
5.8197355858466455,0.12182415584725596
5.9159295624722095,0.06091207792362742
6.012123539097775,0.385776493516307
6.108317515723339,0.06091207792362798
6.204511492348903,0.12182415584725596
6.300705468974467,0.18273623377088227
6.396899445600033,0.12182415584725484
6.493093422225597,0.0
6.589287398851161,0.12182415584725596
6.685481375476725,0.12182415584725484
6.78167535210229,0.42638454546539195
6.877869328727854,0.0
6.974063305353418,0.06091207792362798
7.070257281978982,0.12182415584725484
7.166451258604548,0.12182415584725484
7.262645235230112,0.12182415584725596
7.358839211855676,0.0
7.45503318848124,0.36547246754176455
7.5512271651068055,0.06091207792362742
7.647421141732369,0.06091207792362798
7.743615118357933,0.0
7.839809094983497,0.36547246754176455
7.936003071609063,0.0
8.032197048234627,0.06091207792362798
8.128391024860191,0.0
8.224585001485757,0.12182415584725372
8.32077897811132,0.08121610389817065
8.416972954736885,0.0
8.513166931362449,0.12182415584725596
8.609360907988012,0.12182415584725596
8.705554884613576,0.0
8.801748861239142,0.06091207792362798
8.897942837864706,0.12182415584725596
8.994136814490272,0.0
9.090330791115836,0.0
9.1865247677414,0.0
9.282718744366964,0.12182415584725596
9.378912720992528,0.06091207792362798
9.475106697618092,0.0
9.571300674243657,0.06091207792362798
9.667494650869221,0.06091207792362798
9.763688627494787,0.0
9.859882604120351,0.0
9.956076580745915,0.0
10.052270557371479,0.12182415584725596
10.148464533997043,0.0
10.244658510622607,0.020304025974542287
10.340852487248172,0.0
10.437046463873736,0.06091207792362798
10.533240440499302,0.0
10.629434417124866,0.06091207792362798
10.72562839375043,0.0
10.821822370375994,0.0
10.918016347001558,0.0
11.014210323627122,0.0
11.110404300252688,0.06091207792362798
11.206598276878251,0.0
11.302792253503817,0.0
11.398986230129381,0.0
11.495180206754945,0.02030402597454266
