t,P
0.001,0.9947666479669682
0.0012067926406393288,0.99368857199983
0.0014563484775012444,0.9923894418570645
0.0017575106248547913,0.9908243999980708
0.0021209508879201904,0.9889396990643652
0.002559547922699536,0.9866710370689447
0.0030888435964774815,0.9839416254181151
0.003727593720314938,0.9806599681452882
0.004498432668969444,0.9767173404595437
0.005428675439323859,0.9719849720822218
0.006551285568595509,0.9663109694132197
0.0079060432109077,0.9595170550992289
0.009540954763499945,0.9513952702378607
0.01151395399326447,0.9417048808522461
0.013894954943731374,0.9301698651244864
0.016768329368110076,0.9164775399460559
0.020235896477251564,0.9002791210849963
0.02442053094548651,0.8811933003417923
0.029470517025518096,0.8588142506136123
0.03556480306223128,0.8327257943712006
0.04291934260128776,0.8025237076734185
0.0517947467923121,0.7678481314920089
0.0625055192527397,0.7284275938751512
0.07543120063354615,0.6841348966812888
0.09102981779915217,0.6350527363616976
0.10985411419875583,0.5815431459473772
0.13257113655901082,0.5243097464845304
0.15998587196060574,0.46443619525291047
0.19306977288832497,0.4033800730718202
0.2329951810515372,0.34290197421548396
0.2811768697974228,0.284918464100984
0.3393221771895326,0.2312869374923116
0.4094915062380423,0.18355743379577444
0.49417133613238334,0.14275103267872022
0.5963623316594643,0.10923125022165772
0.7196856730011514,0.08271238464249062
0.868511373751352,0.06240124191129405
1.0481131341546852,0.047219334530441345
1.2648552168552958,0.03602969164914471
1.5264179671752318,0.02780657562903072
1.8420699693267144,0.021722951137626303
2.2229964825261934,0.01716498612052482
2.6826957952797246,0.01370102963132897
3.2374575428176433,0.011034232514038149
3.906939937054613,0.008959122117566384
4.714866363457389,0.0073302781571879866
5.689866029018293,0.006042478644748821
6.866488450042998,0.005018721204538057
8.286427728546842,0.004203018049549111
10.0,0.003555719175550708
