index,lambda
400,4.82133981585229
401,4.82133981585229
402,4.847759065022573
403,4.847759065022573
404,4.8965754721680534
405,4.8965754721680534
406,4.9318516525781355
407,4.931851652578137
408,4.956470473577338
409,4.956470473577338
410,4.966683942838697
411,4.9666839428386975
412,4.982889722747621
413,4.982889722747621
414,5.000000000000001
415,5.000000000000001
416,5.026419249170283
417,5.026419249170284
418,5.035276180410084
419,5.069068590377429
420,5.069068590377429
421,5.082392200292394
422,5.082392200292394
423,5.153161177932991
424,5.153161177932993
425,5.166484787847957
426,5.166484787847957
427,5.214412717363836
428,5.214412717363838
429,5.217522858017442
430,5.217522858017442
431,5.217522858017442
432,5.217522858017444
433,5.261052384440103
434,5.261052384440103
435,5.283004954935222
436,5.283004954935223
437,5.325654296142366
438,5.3256542961423685
439,5.3301209748175316
440,5.330120974817533
441,5.414213562373094
442,5.414213562373096
443,5.414213562373097
444,5.414213562373097
445,5.465251632542576
446,5.465251632542579
447,5.470998423128774
448,5.470998423128775
449,5.478575242457544
450,5.478575242457546
451,5.5176380902050415
452,5.517638090205042
453,5.530733729460359
454,5.586706680582469
455,5.586706680582471
456,5.586706680582471
457,5.586706680582471
458,5.670799268138032
459,5.670799268138034
460,5.675265946813197
461,5.675265946813199
462,5.721837338307516
463,5.721837338307519
464,5.732050807568877
465,5.732050807568878
466,5.735160948222483
467,5.735160948222483
468,5.76536686473018
469,5.76536686473018
470,5.847759065022571
471,5.847759065022573
472,5.847759065022573
473,5.847759065022573
474,5.9318516525781355
475,5.931851652578136
476,5.931851652578136
477,5.931851652578136
478,5.982889722747621
479,5.982889722747621
480,5.982889722747621
481,5.982889722747623
482,5.99310319200898
483,5.993103192008983
484,6.000000000000002
485,6.104344770787511
486,6.104344770787511
487,6.108811449462676
488,6.108811449462676
489,6.179580427103274
490,6.179580427103277
491,6.192904037018239
492,6.192904037018241
493,6.217522858017441
494,6.217522858017441
495,6.243942107187724
496,6.243942107187726
497,6.24968889777392
498,6.24968889777392
499,6.352073545312649
500,6.352073545312652
501,6.365397155227614
502,6.365397155227614
503,6.414213562373094
504,6.414213562373096
505,6.4350457160348835
506,6.449489742783177
507,6.449489742783179
508,6.497417672299054
509,6.497417672299057
510,6.500527812952662
511,6.500527812952663
512,6.586706680582471
513,6.586706680582471
514,6.613125929752752
515,6.613125929752754
516,6.631736420390536
517,6.631736420390536
518,6.6972185173083165
519,6.6972185173083165
520,6.7320508075688785
521,6.7320508075688785
522,6.748256587477801
523,6.748256587477801
524,6.804229538599911
525,6.804229538599911
526,6.828427124746189
527,6.847759065022574
528,6.847759065022574
529,6.931851652578135
530,6.931851652578137
531,6.949573665586318
532,6.949573665586318
533,6.982889722747619
534,6.982889722747621
535,7.000920242955564
536,7.000920242955566
537,7.065281923040014
538,7.065281923040016
539,7.146264369941971
540,7.146264369941971
541,7.149374510595578
542,7.14937451059558
543,7.17341336116494
544,7.200412580765061
545,7.200412580765064
546,7.261972627395666
547,7.261972627395668
548,7.318757488151345
549,7.318757488151347
550,7.3460652149512295
551,7.346065214951232
552,7.397103285120711
553,7.397103285120716
554,7.434465745605042
555,7.434465745605042
556,7.464101615137755
557,7.518558333160607
558,7.518558333160607
559,7.569596403330092
560,7.569596403330092
561,7.579809872591449
562,7.579809872591452
563,7.663902460147013
564,7.663902460147013
565,7.695518130045147
566,7.714940530316496
567,7.714940530316499
568,7.779610717600709
569,7.779610717600709
570,7.830648787770194
571,7.830648787770194
572,7.863703305156274
573,7.914741375325759
574,7.914741375325759
575,7.965779445495241
