index,lambda
354,1.614101509490536
355,1.6250702618247996
356,1.6250702618248
357,1.6269296332201226
358,1.6269296332201229
359,1.634602844772385
360,1.6346028447723855
361,1.6479264546873498
362,1.6479264546873504
363,1.6482487951612825
364,1.6482487951612828
365,1.6713366759433543
366,1.6713366759433546
367,1.6779677033896065
368,1.6779677033896068
369,1.6813083697998619
370,1.6813083697998623
371,1.6886164267295816
372,1.688616426729582
373,1.6941818447885864
374,1.6941818447885866
375,1.701209057188902
376,1.7012090571889023
377,1.7159590969775325
378,1.7159590969775327
379,1.7309535203118658
380,1.7309535203118662
381,1.7389476155598962
382,1.7389476155598966
383,1.7432297690826895
384,1.7432297690826897
385,1.7503111022260804
386,1.7503111022260809
387,1.7560578928122756
388,1.7560578928122759
389,1.7620602909451692
390,1.7620602909451695
391,1.7704143888112063
392,1.770414388811207
393,1.777377054753435
394,1.7773770547534367
395,1.77771906792159
396,1.7824771419825587
397,1.7824771419825587
398,1.7967309893618593
399,1.79673098936186
400,1.8070959629817602
401,1.8070959629817607
402,1.8160738729023662
403,1.8160738729023669
404,1.8194226851898678
405,1.819422685189868
406,1.820419572896725
407,1.8204195728967252
408,1.8450873565696841
409,1.8450873565696855
410,1.8534414544357216
411,1.8534414544357218
412,1.8691937415397133
413,1.8691937415397135
414,1.8734758950625066
415,1.8734758950625068
416,1.877768548398866
417,1.877768548398866
418,1.8863040187920925
419,1.886304018792093
420,1.8888595339607948
421,1.888859533960795
422,1.8911885505373227
423,1.8911885505373232
424,1.8956552292124877
425,1.8956552292124882
426,1.8978997615445559
427,1.8978997615445568
428,1.9076231807332529
429,1.907623180733253
430,1.9159415050696826
431,1.915941505069683
432,1.9373420889615773
433,1.937342088961578
434,1.9429075070205817
435,1.942907507020582
436,1.94520213249452
437,1.9452021324945203
438,1.9468801313626523
439,1.946880131362653
440,1.975333482549502
441,1.9753334825495024
442,1.9786822948370029
443,1.978682294837004
444,1.9999999999999996
445,2.0
446,2.0000000000000013
447,2.004282153522793
448,2.004282153522793
449,2.004282153522794
450,2.004282153522795
451,2.0068968079910197
452,2.0068968079910197
453,2.017110277252378
454,2.0171102772523795
455,2.01711027725238
456,2.01711027725238
457,2.0214346765171403
458,2.0214346765171407
459,2.0231126753852733
460,2.0231126753852733
461,2.0384294391935365
462,2.0384294391935387
463,2.038429439193539
464,2.03842943919354
465,2.068148347421863
466,2.0681483474218636
467,2.068148347421864
468,2.068148347421864
469,2.0754482584743372
470,2.0754482584743377
471,2.0760083909548057
472,2.076008390954807
473,2.106139741009786
474,2.106139741009789
475,2.1061397410097897
476,2.10613974100979
477,2.1154226195619983
478,2.1154226195619983
479,2.1234926692306164
480,2.1234926692306164
481,2.1308062584602863
482,2.1308062584602867
483,2.1350884119830793
484,2.1350884119830793
485,2.137142933970836
486,2.1371429339708365
487,2.1395982113762346
488,2.139598211376236
489,2.147916535712664
490,2.1479165357126657
491,2.1522409349774256
492,2.1522409349774265
493,2.152240934977427
494,2.1522409349774274
495,2.16367027959482
496,2.1636702795948213
497,2.169235697653826
498,2.169235697653826
499,2.1956057935946487
500,2.1956057935946487
501,2.19895460588215
502,2.19895460588215
503,2.2062545169346217
504,2.2062545169346226
505,2.2062545169346235
506,2.206254516934624
507,2.2308452391239952
508,2.2346331352698203
509,2.234633135269821
510,2.2352680006019425
511,2.2352680006019425
512,2.236945999470074
513,2.236945999470075
514,2.2459806033544716
515,2.245980603354472
516,2.2610523844401036
517,2.261052384440104
518,2.264839051777518
519,2.264839051777518
520,2.2653345379628953
521,2.265334537962897
522,2.2679491924311224
523,2.267949192431123
524,2.278162661692483
525,2.278162661692483
526,2.282487060957243
527,2.2824870609572434
528,2.2830471934377123
529,2.283047193437713
530,2.2911277257676055
531,2.291127725767606
532,2.2994818236336427
533,2.2994818236336436
534,2.3247340531868015
535,2.324734053186802
536,2.3292007318619667
537,2.329200731861968
538,2.3370607753949075
539,2.3370607753949075
540,2.3370607753949098
541,2.3370607753949106
542,2.350055754831818
543,2.3500557548318186
544,2.357121069393677
545,2.357121069393677
546,2.365514126581759
547,2.3655141265817594
548,2.3671921254498924
549,2.367192125449893
550,2.3712214437557537
551,2.3712214437557537
552,2.3901806440322564
553,2.390180644032257
554,2.3922964979503014
555,2.3922964979503027
556,2.39446279755505
557,2.39446279755505
558,2.3987554508914086
559,2.3987554508914095
560,2.4072909212846354
561,2.407290921284636
562,2.4132933194175274
563,2.413293319417528
564,2.4132933194175297
565,2.41329331941753
566,2.420255985359759
567,2.4202559853597596
568,2.428610083225796
569,2.4286100832257964
570,2.4549801791666184
571,2.454980179166619
572,2.4583289914541195
573,2.45832899145412
574,2.467306901374727
575,2.467306901374729
576,2.467867033855196
577,2.4678670338551965
578,2.469266270539641
579,2.4725436889556742
580,2.4725436889556747
581,2.4823619097949585
582,2.482361909794959
583,2.496320385042044
584,2.4963203850420443
585,2.4963203850420452
586,2.4963203850420457
587,2.4986788899285393
588,2.4986788899285393
589,2.5176380902050406
590,2.517638090205042
591,2.5214247575424547
592,2.521424757542456
593,2.521920243727834
594,2.521920243727835
595,2.5290015768712246
596,2.5290015768712264
597,2.53474836745742
598,2.534748367457421
599,2.542421579009683
600,2.5424215790096834
601,2.544099577877816
602,2.5440995778778164
603,2.5505021113395765
604,2.5505021113395765
605,2.5560675293985806
606,2.5560675293985806
607,2.585786437626904
608,2.5857864376269046
609,2.5857864376269055
610,2.585786437626906
611,2.5917542046634967
612,2.5917542046634976
613,2.5964351609668794
614,2.5964351609668803
615,2.5977845293569555
616,2.5977845293569564
617,2.5981131598350133
618,2.598113159835014
619,2.6098193559677436
620,2.6098193559677445
621,2.623777831214829
622,2.62377783121483
623,2.62712664350233
624,2.627126643502331
625,2.627807149520692
626,2.6278071495206925
627,2.6428789306063227
628,2.642878930606323
629,2.6471610841291158
630,2.647161084129116
631,2.6516708835222724
632,2.651670883522273
633,2.6581298364633787
634,2.658129836463379
635,2.6599892078587013
636,2.6599892078587026
637,2.6698790251824676
638,2.6698790251824684
639,2.674345703857632
640,2.6743457038576333
641,2.681308369799859
642,2.6813083697998623
643,2.6813083697998628
644,2.6813083697998645
645,2.7110272780281868
646,2.7110272780281868
647,2.7142421387873545
648,2.7165926960871905
649,2.7165926960871905
650,2.716995045064779
651,2.7169950450647797
652,2.723892607139665
653,2.7238926071396654
654,2.7252419755297406
655,2.7252419755297423
656,2.727241419427166
657,2.7272414194271666
658,2.738947615559896
659,2.738947615559897
660,2.7490186716161116
661,2.749018671616112
662,2.7573727694821484
663,2.75737276948215
664,2.7580532755005094
665,2.7580532755005107
666,2.7653668647301792
667,2.76536686473018
668,2.7696490182529723
669,2.7696490182529727
670,2.7824771419825574
671,2.7824771419825587
672,2.782477141982559
673,2.78247714198256
674,2.7855872826361647
675,2.7855872826361647
676,2.795119865583749
677,2.7951198655837506
678,2.803473963449786
679,2.8034739634497865
680,2.803796303923719
681,2.8037963039237193
682,2.8121146282601477
683,2.8121146282601486
684,2.833515212152043
685,2.833515212152043
686,2.8394829791886353
687,2.8394829791886353
688,2.844452491237564
689,2.8444524912375644
690,2.8468388220670087
691,2.8468388220670096
692,2.849133447540947
693,2.8491334475409476
694,2.8543702351218943
695,2.8543702351218956
696,2.8546988655999512
697,2.854698865599952
698,2.8691937415397137
699,2.8691937415397137
700,2.871506605739968
701,2.8715066057399685
702,2.884577380438002
703,2.884577380438003
704,2.886501029074301
705,2.8865010290743016
706,2.8888595339607916
707,2.8888595339607934
708,2.8888595339607948
709,2.8888595339607956
710,2.901687657690381
711,2.901687657690382
712,2.9108281230374455
713,2.910828123037446
714,2.9132834004428445
715,2.913283400442845
716,2.917607799707606
717,2.917607799707606
718,2.9230068196315413
719,2.9230068196315417
720,2.9309314096225703
721,2.9309314096225716
722,2.942360754239965
723,2.9423607542399655
724,2.9527257278598653
725,2.952725727859866
726,2.964723819589917
727,2.9669404253614204
728,2.9669404253614204
729,2.9716213816648027
730,2.971621381664803
731,2.9735807508297167
732,2.9735807508297176
733,2.975967081659161
734,2.9759670816591615
735,2.9799397060012325
736,2.9799397060012334
737,2.984616361101711
738,2.9846163611017116
739,2.9907171214477914
740,2.9907171214477914
741,2.9999999999999996
742,3.0000000000000004
743,3.0000000000000004
744,3.0000000000000013
745,3.0042821535227926
746,3.0042821535227935
747,3.0139584752470867
748,3.013958475247087
749,3.017110277252379
750,3.0171102772523795
751,3.019665792421082
752,3.019665792421082
753,3.0333160571613016
754,3.0333160571613025
755,3.036818315415429
756,3.036818315415429
757,3.0384294391935387
758,3.038429439193539
759,3.043529526422662
760,3.0435295264226623
761,3.056172250023853
762,3.0561722500238533
763,3.0681483474218636
764,3.0681483474218645
765,3.0714890138321187
766,3.0714890138321196
767,3.090831897372626
768,3.0908318973726265
769,3.092181265762702
770,3.092181265762703
771,3.0960686849535737
772,3.096068684953574
773,3.1024276401250894
774,3.10242764012509
775,3.103424527831943
776,3.103424527831946
777,3.103826876809534
778,3.1038268768095345
779,3.1061397410097875
780,3.1061397410097893
781,3.111140466039205
782,3.1111404660392052
783,3.1154226195619965
784,3.1154226195619974
785,3.1154226195619983
786,3.1154226195619987
787,3.1282507432915834
788,3.128250743291584
789,3.1308062584602854
790,3.1308062584602863
791,3.139199315648368
792,3.1391993156483684
793,3.149569905232743
794,3.1495699052327435
795,3.1499119184008983
796,3.149911918400899
797,3.1522409349774256
798,3.152240934977426
799,3.152526572869125
800,3.152526572869126
801,3.1726577860148146
802,3.1726577860148155
803,3.178660184147709
804,3.17866018414771
805,3.179288813461068
806,3.179288813461068
807,3.198946460004904
808,3.1989464600049047
809,3.2062545169346226
810,3.206254516934624
811,3.2172802070489928
812,3.217280207048993
813,3.217522858017441
814,3.2175228580174418
815,3.219638711935487
816,3.221309525354855
817,3.221309525354857
818,3.221638155832911
819,3.2216381558329132
820,3.2218050115402335
821,3.221805011540234
822,3.22631481093339
823,3.2263148109333906
824,3.228665368233228
825,3.228665368233228
826,3.2346331352698203
827,3.2346331352698208
828,3.2346331352698217
829,3.234633135269824
830,3.246228878022284
831,3.246228878022284
832,3.25595229721098
833,3.255952297210981
834,3.261052384440103
835,3.2610523844401036
836,3.2616872497722245
837,3.261687249772225
838,3.26338140101663
839,3.2633814010166313
840,3.2679491924311233
841,3.2679491924311233
842,3.279040177993052
843,3.2790401779930525
844,3.285671205439304
845,3.285671205439305
846,3.297870699855532
847,3.2978706998555327
848,3.3001152321876
849,3.3001152321876006
850,3.317394982973827
851,3.3173949829738283
852,3.3186916302001377
853,3.3186916302001377
854,3.322973783722929
855,3.3229737837229307
856,3.32366259902723
857,3.3236625990272306
858,3.324187300406185
859,3.3241873004061855
860,3.3358019074525167
861,3.3358019074525176
862,3.3370607753949098
863,3.33706077539491
864,3.34876697152764
865,3.34876697152764
866,3.3511533023570843
867,3.3511533023570887
868,3.3515556513346723
869,3.351555651334675
870,3.357121069393673
871,3.357121069393676
872,3.3571210693936773
873,3.3571210693936786
874,3.365439393730106
875,3.365439393730107
876,3.369763792994868
877,3.3697637929948683
878,3.3764750040021005
879,3.376475004002101
880,3.379089658470327
881,3.3790896584703276
882,3.3808977654800465
883,3.3808977654800483
884,3.386839977622001
885,3.3868399776220013
886,3.390180644032257
887,3.3901806440322573
888,3.406497624165837
889,3.406497624165837
890,3.4132933194175297
891,3.41329331941753
892,3.414213562373093
893,3.414213562373095
894,3.4184957158958884
895,3.418495715895889
896,3.4237773749520644
897,3.4237773749520657
898,3.4248313712099248
899,3.4248313712099256
900,3.4253560725888814
901,3.4253560725888814
902,3.431323839625474
903,3.4313238396254744
904,3.4466752345300415
905,3.4466752345300424
906,3.448201241434113
907,3.4482012414341146
908,3.4526430015666336
909,3.452643001566635
910,3.4703638180649077
911,3.470363818064908
912,3.4709325651775638
913,3.470932565177564
914,3.4778952311197933
915,3.4790130975074574
916,3.479013097507458
917,3.4823619097949585
918,3.482361909794959
919,3.482361909794959
920,3.4823619097949634
921,3.485472050448563
922,3.4854720504485637
923,3.487927327853963
924,3.4879273278539635
925,3.495685519709924
926,3.4956855197099244
927,3.4963203850420457
928,3.496320385042046
929,3.5036796149579548
930,3.5036796149579548
931,3.5056032635942542
932,3.5056032635942547
933,3.507961768480748
934,3.5079617684807483
935,3.5176380902050406
936,3.517638090205042
937,3.5203533033828833
938,3.520353303382886
939,3.520789892210333
940,3.5207898922103333
941,3.5244337854567336
942,3.5244337854567345
943,3.5249461471347616
944,3.5249461471347625
945,3.531738464567119
946,3.5317384645671193
947,3.5421090541514935
948,3.5421090541514944
949,3.547844006712737
950,3.5478440067127384
951,3.55458363341235
952,3.5545836334123515
953,3.5658857502378645
954,3.565885750237865
955,3.566454497350522
956,3.566454497350522
957,3.571827962379818
958,3.5718279623798184
959,3.5857864376269046
960,3.585786437626905
961,3.586640822631259
962,3.58664082263126
963,3.5867066805824677
964,3.5867066805824694
965,3.590988834105264
966,3.590988834105265
967,3.60381695783485
968,3.6038169578348502
969,3.607460851081249
970,3.6074608510812496
971,3.60814135709961
972,3.6081413570996106
973,3.6098193559677427
974,3.609819355967743
975,3.6098193559677436
976,3.609819355967745
977,3.6131681682552443
978,3.613168168255245
979,3.6181734538337786
980,3.6181734538337795
981,3.6204680793077175
982,3.6204680793077184
983,3.6248137793020767
984,3.62481377930208
985,3.6251361197760086
986,3.625136119776011
987,3.630816177434971
988,3.6308161774349714
989,3.6330607097670384
990,3.633060709767039
991,3.642878930606323
992,3.6428789306063236
993,3.654226398690973
994,3.654226398690975
995,3.6548550280043335
996,3.6548550280043344
997,3.6557524055950448
998,3.655752405595048
999,3.655920549935381
1000,3.655920549935382
1001,3.6629392246050894
1002,3.6629392246050902
1003,3.6670545224205604
1004,3.6670545224205613
1005,3.6672213781278824
1006,3.6672213781278833
1007,3.6800495018574693
1008,3.6800495018574697
1009,3.681308369799862
1010,3.681308369799862
1011,3.6821627548042173
1012,3.6821627548042177
1013,3.6928464215922587
1014,3.692846421592259
1015,3.6969269036661085
1016,3.6969269036661094
1017,3.7013686637986294
1018,3.70136866379863
1019,3.7099341318925787
1020,3.7099341318925787
1021,3.7138432430594865
1022,3.713843243059487
1023,3.731087572026953
1024,3.731087572026954
1025,3.7319849496176665
1026,3.731984949617668
1027,3.7320508075688776
1028,3.732050807568878
1029,3.7363329610916693
1030,3.7363329610916702
1031,3.7383874830794293
1032,3.738947615559888
1033,3.7389476155598906
1034,3.738947615559895
1035,3.7389476155598977
1036,3.7406256144280277
1037,3.740625614428029
1038,3.743414294235061
1039,3.7434142942350617
1040,3.7473017134259314
1041,3.747301713425933
1042,3.7491610848212553
1043,3.7491610848212558
1044,3.7512743377680025
1045,3.7512743377680042
1046,3.752271225474861
1047,3.7522712254748614
1048,3.7583015501683192
1049,3.758301550168321
1050,3.7653668647301797
1051,3.76536686473018
1052,3.7690789656148787
1053,3.769078965614879
1054,3.7704802467624154
1055,3.7704802467624168
1056,3.7716288073890767
1057,3.771628807389077
1058,3.7734369143987965
1059,3.7734369143987982
1060,3.7824771419825582
1061,3.7824771419825587
1062,3.7924488358390667
1063,3.792448835839067
1064,3.7929611975170916
1065,3.792961197517093
1066,3.793745483065375
1067,3.7937454830653756
1068,3.798027636588169
1069,3.7980276365881696
1070,3.8001991549907395
1071,3.8001991549907403
1072,3.8033092956443455
1073,3.803309295644347
1074,3.8108557603177555
1075,3.810855760317756
1076,3.815012015242182
1077,3.815012015242183
1078,3.815180159582516
1079,3.8151801595825163
1080,3.827506881790624
1081,3.827506881790625
1082,3.832174922258915
1083,3.8321749222589157
1084,3.8381905485786656
1085,3.838190548578666
1086,3.8407403903528636
1087,3.8407403903528645
1088,3.8477590650225726
1089,3.8477590650225735
1090,3.8520412185453665
1091,3.852041218545367
1092,3.854655873013593
1093,3.854655873013593
1094,3.8618938304872397
1095,3.86189383048724
1096,3.864869342274952
1097,3.8648693422749525
1098,3.8691937415397124
1099,3.869193741539714
1100,3.869193741539716
1101,3.869193741539717
1102,3.8697538740201813
1103,3.8697538740201827
1104,3.8708717404078428
1105,3.8708717404078463
1106,3.8725425538272154
1107,3.8725425538272154
1108,3.8747591595987174
1109,3.8747591595987183
1110,3.8775120658761413
1111,3.877512065876143
1112,3.8807894842921757
1113,3.8807894842921766
1114,3.8842917425463024
1115,3.884291742546303
1116,3.8845773804379995
1117,3.884577380438002
1118,3.886188504216112
1119,3.8861885042161126
1120,3.8888595339607948
1121,3.888859533960795
1122,3.893617608021759
1123,3.893617608021763
1124,3.8938602589902085
1125,3.8938602589902103
1126,3.8981424125130024
1127,3.8981424125130033
1128,3.8988312278172983
1129,3.8988312278173036
1130,3.8998852240751645
1131,3.899885224075165
1132,3.9044780678270423
1133,3.9044780678270428
1134,3.910533947415139
1135,3.91053394741514
1136,3.910970536242589
1137,3.9109705362425897
1138,3.9159074124444366
1139,3.915907412444437
1140,3.9169729343754844
1141,3.916972934375485
1142,3.92376745597738
1143,3.923767455977381
1144,3.930888417036213
1145,3.9308884170362135
1146,3.9318516525781355
1147,3.9318516525781364
1148,3.932289698183749
1149,3.9322896981837503
1150,3.9361338061009294
1151,3.93613380610093
1152,3.9383053245035002
1153,3.938305324503501
1154,3.9459864180428026
1155,3.945986418042803
1156,3.948961929830515
1157,3.9489619298305154
1158,3.9538988060323623
1159,3.9538988060323628
1160,3.961570560806459
1161,3.961570560806461
1162,3.9620086064120743
1163,3.9620086064120748
1164,3.965852714329253
1165,3.9658527143292552
1166,3.9702810917716755
1167,3.970281091771677
1168,3.9786808380588394
1169,3.9786808380588403
1170,3.982889722747619
1171,3.98288972274762
1172,3.9871718762704136
1173,3.987171876270414
1174,3.995717846477207
1175,3.995717846477207
1176,3.9999999999999902
1177,3.9999999999999956
1178,3.9999999999999956
1179,3.999999999999996
1180,3.9999999999999964
1181,3.999999999999997
1182,3.999999999999997
1183,3.9999999999999973
1184,3.999999999999998
1185,3.999999999999998
1186,3.999999999999998
1187,3.999999999999998
1188,3.9999999999999982
1189,3.9999999999999982
1190,3.9999999999999982
1191,3.9999999999999982
1192,3.999999999999999
1193,3.999999999999999
1194,3.9999999999999996
1195,3.9999999999999996
1196,3.9999999999999996
1197,3.9999999999999996
1198,3.9999999999999996
1199,3.9999999999999996
1200,4.0
1201,4.0
1202,4.0
1203,4.0
1204,4.0
1205,4.0
1206,4.0
1207,4.0
1208,4.0
1209,4.000000000000001
1210,4.000000000000001
1211,4.000000000000001
1212,4.000000000000001
1213,4.000000000000002
1214,4.0000000000000036
1215,4.0000000000000036
1216,4.000000000000004
1217,4.000000000000004
1218,4.000000000000005
1219,4.000000000000005
1220,4.000000000000006
1221,4.000000000000007
1222,4.000000000000009
1223,4.012828123729584
1224,4.0128281237295855
1225,4.021319161941159
1226,4.02131916194116
1227,4.029718908228324
1228,4.0297189082283245
1229,4.034147285670746
1230,4.0341472856707465
1231,4.037991393587925
1232,4.037991393587926
1233,4.046101193967638
1234,4.046101193967638
1235,4.051038070169483
1236,4.051038070169484
1237,4.054013581957196
1238,4.0540135819571965
1239,4.061694675496498
1240,4.061694675496499
1241,4.063866193899068
1242,4.06386619389907
1243,4.0677103018162475
1244,4.067710301816248
1245,4.069111582963786
1246,4.069111582963786
1247,4.076232544022618
1248,4.07623254402262
1249,4.083027065624514
1250,4.083027065624515
1251,4.08409258755556
1252,4.0840925875555625
1253,4.089029463757408
1254,4.0890294637574085
1255,4.089466052584858
1256,4.089466052584859
1257,4.095521932172956
1258,4.095521932172957
1259,4.100114775924834
1260,4.100114775924834
1261,4.101168772182694
1262,4.101168772182696
1263,4.101857587486992
1264,4.101857587486996
1265,4.1063823919782365
1266,4.1063823919782365
1267,4.111140466039204
1268,4.111140466039204
1269,4.113811495783886
1270,4.113811495783886
1271,4.115422619561997
1272,4.115422619561997
1273,4.1157082574536945
1274,4.115708257453695
1275,4.119210515707822
1276,4.119210515707823
1277,4.122487934123856
1278,4.122487934123856
1279,4.125240840401281
1280,4.125240840401282
1281,4.127457446172784
1282,4.1274574461727855
1283,4.129128259592149
1284,4.129128259592153
1285,4.1302461259798156
1286,4.130246125979817
1287,4.130806258460285
1288,4.130806258460286
1289,4.130806258460287
