t,P
0.001,0.9940764858934292
0.0012067926406393288,0.9928615221709228
0.0014563484775012444,0.9913997959431181
0.0017575106248547913,0.9896422731385326
0.0021209508879201904,0.9875306525198811
0.002559547922699536,0.9849958205502233
0.0030888435964774815,0.9819561371765184
0.003727593720314938,0.9783155733860252
0.004498432668969444,0.9739617430107598
0.005428675439323859,0.9687639005509984
0.006551285568595509,0.9625710145926261
0.0079060432109077,0.9552100727497485
0.009540954763499945,0.9464848278459831
0.01151395399326447,0.9361752537830912
0.013894954943731374,0.9240380397560477
0.016768329368110076,0.9098085097346468
0.020235896477251564,0.8932044085148613
0.02442053094548651,0.8739320459832568
0.029470517025518096,0.8516953351554999
0.03556480306223128,0.8262082812733911
0.04291934260128776,0.7972114335330023
0.0517947467923121,0.7644926165324711
0.0625055192527397,0.7279118247057815
0.07543120063354615,0.6874294572627015
0.09102981779915217,0.6431361756386306
0.10985411419875583,0.5952817339196619
0.13257113655901082,0.54429925964135
0.15998587196060574,0.4908206735538409
0.19306977288832497,0.43567842960265873
0.2329951810515372,0.3798890372777496
0.2811768697974228,0.32461532568725054
0.3393221771895326,0.27110696542967133
0.4094915062380423,0.2206218163762706
0.49417133613238334,0.17433383333422278
0.5963623316594643,0.1332362464311277
0.7196856730011514,0.09805078981977768
0.868511373751352,0.06915432199170772
1.0481131341546852,0.046534251739109626
1.2648552168552958,0.029785038319583228
1.5264179671752318,0.018157546888342705
1.8420699693267144,0.010665358388305755
2.2229964825261934,0.006234053266486167
2.6826957952797246,0.0038579211763526853
3.2374575428176433,0.002719307534633136
3.906939937054613,0.00224029059460196
4.714866363457389,0.0020673404020364185
5.689866029018293,0.0020152882638694272
6.866488450042998,0.0020026945115437433
8.286427728546842,0.002000350168929603
10.0,0.0020000315285203366
