lambda,rho
0.03312813900992069,0.1509290937985663
0.09938441702975857,0.1509290937985663
0.16564069504959644,0.03773227344964158
0.23189697306943433,0.1509290937985664
0.2981532510892722,0.07546454689928313
0.36440952910911006,0.0754645468992832
0.430665807128948,0.11319682034892478
0.4969220851487859,0.07546454689928306
0.5631783631686238,0.07546454689928313
0.6294346411884617,0.15092909379856626
0.6956909192082996,0.07546454689928325
0.7619471972281374,0.037732273449641564
0.8282034752479753,0.2263936406978494
0.8944597532678131,0.07546454689928325
0.960716031287651,0.07546454689928313
1.026972309307489,0.07546454689928313
1.0932285873273269,0.15092909379856626
1.1594848653471648,0.1131968203489247
1.2257411433670027,0.07546454689928313
1.2919974213868406,0.07546454689928313
1.3582536994066783,0.07546454689928338
1.4245099774265162,0.15092909379856626
1.490766255446354,0.15092909379856626
1.557022533466192,0.0
1.62327881148603,0.1131968203489247
1.6895350895058678,0.2263936406978494
1.7557913675257057,0.15092909379856626
1.8220476455455437,0.0
1.8883039235653813,0.15092909379856626
1.9545602015852193,0.07546454689928313
2.020816479605057,0.15092909379856626
2.0870727576248953,0.15092909379856626
2.1533290356447328,0.037732273449641564
2.219585313664571,0.15092909379856626
2.2858415916844086,0.15092909379856626
2.352097869704247,0.15092909379856626
2.4183541477240844,0.07546454689928313
2.4846104257439228,0.15092909379856626
2.5508667037637602,0.07546454689928313
2.6171229817835986,0.2263936406978494
2.683379259803436,0.15092909379856728
2.7496355378232735,0.1131968203489247
2.815891815843112,0.15092909379856626
2.8821480938629493,0.15092909379856626
2.9484043718827877,0.07546454689928313
3.014660649902625,0.15092909379856626
3.0809169279224635,0.15092909379856626
3.147173205942301,0.2263936406978494
3.2134294839621393,0.15092909379856626
3.279685761981977,0.15092909379856626
3.345942040001815,0.037732273449641564
3.4121983180216526,0.4527872813956988
3.478454596041491,0.07546454689928313
3.5447108740613285,0.15092909379856626
3.610967152081167,0.2263936406978494
3.6772234301010043,0.22639364069785092
3.7434797081208417,0.2263936406978494
3.80973598614068,0.3018581875971325
3.8759922641605176,0.15092909379856626
3.942248542180356,0.15092909379856626
4.008504820200194,0.716913195543185
4.074761098220032,0.07546454689928364
4.141017376239869,0.15092909379856526
4.207273654259708,0.22639364069785092
4.273529932279545,0.30185818759713456
4.339786210299383,0.22639364069784787
4.406042488319221,0.0
4.472298766339058,0.15092909379856526
4.538555044358897,0.22639364069785092
4.604811322378735,0.26412591414748915
4.6710676003985725,0.0
4.73732387841841,0.15092909379856526
4.803580156438248,0.15092909379856728
4.869836434458087,0.15092909379856526
4.936092712477924,0.15092909379856728
5.002348990497762,0.15092909379856526
5.0686052685176,0.15092909379856728
5.134861546537438,0.07546454689928263
5.201117824557276,0.15092909379856728
5.267374102577113,0.11319682034892393
5.333630380596952,0.15092909379856728
5.399886658616789,0.07546454689928364
5.466142936636627,0.15092909379856526
5.532399214656465,0.07546454689928364
5.598655492676302,0.15092909379856526
5.664911770696141,0.07546454689928364
5.731168048715979,0.07546454689928263
5.7974243267358165,0.1886613672482091
5.863680604755654,0.0
5.929936882775492,0.15092909379856728
5.996193160795331,0.07546454689928263
6.062449438815168,0.22639364069785092
6.128705716835006,0.0
6.194961994854844,0.07546454689928364
6.261218272874682,0.15092909379856526
6.32747455089452,0.11319682034892546
6.393730828914357,0.07546454689928364
6.459987106934195,0.0
6.526243384954033,0.15092909379856728
6.5924996629738715,0.15092909379856526
6.658755940993709,0.07546454689928364
6.725012219013546,0.0
6.791268497033385,0.15092909379856728
6.857524775053223,0.11319682034892393
6.923781053073061,0.0
6.990037331092898,0.07546454689928263
7.056293609112736,0.15092909379856728
7.122549887132575,0.07546454689928263
7.188806165152412,0.07546454689928364
7.25506244317225,0.037732273449641314
7.321318721192088,0.07546454689928364
7.3875749992119255,0.15092909379856728
7.453831277231764,0.0
7.520087555251601,0.07546454689928364
7.586343833271439,0.11319682034892393
7.652600111291277,0.07546454689928364
7.7188563893111155,0.0
7.785112667330953,0.11319682034892546
7.85136894535079,0.07546454689928263
7.91762522337063,0.037732273449641314
