lambda,rho
0.04348484465982767,0.022996517702264265
0.13045453397948836,0.0
0.21742422329914904,0.0
0.3043939126188097,0.0
0.39136360193847036,0.0
0.47833329125813107,0.0
0.5653029805777918,0.0
0.6522726698974524,0.0
0.7392423592171131,0.0
0.8262120485367737,0.0
0.9131817378564344,0.0
1.0001514271760952,0.0
1.087121116495756,0.0
1.1740908058154165,0.0
1.261060495135077,0.0
1.3480301844547378,0.0
1.4349998737743985,0.0
1.5219695630940593,0.0
1.6089392524137198,0.04599303540452848
1.6959089417333804,0.0689895531067929
1.7828786310530411,0.09198607080905696
1.8698483203727019,0.06898955310679272
1.9568180096923626,0.09198607080905696
2.0437876990120234,0.09198607080905696
2.130757388331684,0.06898955310679308
2.2177270776513445,0.13797910621358545
2.3046967669710052,0.09198607080905696
2.391666456290666,0.1149825885113212
2.4786361456103267,0.1149825885113212
2.565605834929987,0.11498258851132179
2.652575524249648,0.09198607080905696
2.7395452135693086,0.1149825885113212
2.8265149028889693,0.13797910621358545
2.91348459220863,0.09198607080905696
3.000454281528291,0.13797910621358617
3.087423970847951,0.09198607080905696
3.174393660167612,0.1149825885113212
3.2613633494872727,0.1149825885113212
3.3483330388069334,0.13797910621358545
3.4353027281265938,0.11498258851132179
3.5222724174462545,0.1149825885113212
3.6092421067659153,0.13797910621358545
3.696211796085576,0.1149825885113212
3.783181485405237,0.13797910621358545
3.8701511747248976,0.06898955310679272
3.9571208640445583,0.13797910621358545
4.044090553364219,0.13797910621358545
4.13106024268388,0.13797910621358545
4.218029932003541,0.11498258851132237
4.3049996213232005,0.09198607080905696
4.391969310642861,0.09198607080905696
4.478938999962522,0.13797910621358545
4.565908689282183,0.09198607080905696
4.6528783786018435,0.13797910621358545
4.739848067921504,0.1149825885113212
4.826817757241165,0.1149825885113212
4.913787446560826,0.13797910621358545
5.0007571358804865,0.09198607080905696
5.087726825200146,0.13797910621358683
5.174696514519807,0.1149825885113212
5.261666203839468,0.13797910621358545
5.348635893159129,0.1149825885113212
5.435605582478789,0.1149825885113212
5.52257527179845,0.13797910621358545
5.609544961118111,0.1149825885113212
5.696514650437772,0.1149825885113212
5.7834843397574325,0.13797910621358545
5.870454029077093,0.1149825885113212
5.957423718396754,0.1149825885113212
6.044393407716415,0.13797910621358683
6.131363097036075,0.09198607080905696
6.218332786355735,0.1149825885113212
6.305302475675396,0.13797910621358545
6.392272164995057,0.1149825885113212
6.479241854314718,0.09198607080905696
6.566211543634378,0.13797910621358545
6.653181232954039,0.1149825885113212
6.7401509222737,0.13797910621358545
6.827120611593361,0.1149825885113212
6.914090300913021,0.09198607080905791
7.001059990232681,0.1149825885113212
7.088029679552342,0.13797910621358545
7.174999368872003,0.1149825885113212
7.261969058191664,0.1149825885113212
7.348938747511324,0.13797910621358545
7.435908436830985,0.1149825885113212
7.522878126150646,0.1149825885113212
7.609847815470307,0.1149825885113212
7.696817504789967,0.13797910621358545
7.783787194109628,0.13797910621358545
7.870756883429289,0.09198607080905791
7.957726572748949,0.16097562391584969
8.04469626206861,0.06898955310679132
8.131665951388271,0.13797910621358828
8.218635640707932,0.13797910621358264
8.305605330027593,0.09198607080905885
8.392575019347252,0.13797910621358828
8.479544708666912,0.11498258851131887
8.566514397986573,0.09198607080905885
8.653484087306234,0.13797910621358264
8.740453776625895,0.13797910621358828
8.827423465945555,0.09198607080905509
8.914393155265216,0.13797910621358828
9.001362844584877,0.09198607080905509
9.088332533904538,0.11498258851132355
9.175302223224199,0.13797910621358264
9.26227191254386,0.11498258851132355
9.34924160186352,0.11498258851131887
9.43621129118318,0.09198607080905885
9.523180980502842,0.11498258851131887
9.610150669822502,0.09198607080905885
9.697120359142163,0.13797910621358264
9.784090048461824,0.11498258851132355
9.871059737781485,0.09198607080905509
9.958029427101145,0.09198607080905885
10.044999116420806,0.09198607080905509
10.131968805740467,0.11498258851132355
10.218938495060126,0.045993035404529425
10.305908184379787,0.06898955310679132
10.392877873699447,0.045993035404529425
