t,P
0.001,0.994020946158329
0.0012067926406393288,0.9927897328868981
0.0014563484775012444,0.9913062829502706
0.0017575106248547913,0.9895195101297855
0.0021209508879201904,0.9873682492332811
0.002559547922699536,0.9847793894985213
0.0030888435964774815,0.9816657184853999
0.003727593720314938,0.9779234585042704
0.004498432668969444,0.9734294914821425
0.005428675439323859,0.9680382917669212
0.006551285568595509,0.9615786240542001
0.0079060432109077,0.9538501211309935
0.009540954763499945,0.9446199407516194
0.01151395399326447,0.933619821417748
0.013894954943731374,0.9205440226408299
0.016768329368110076,0.9050488550420027
0.020235896477251564,0.8867547836615424
0.02442053094548651,0.865252417730589
0.029470517025518096,0.8401140544689915
0.03556480306223128,0.8109127590664122
0.04291934260128776,0.7772511161349817
0.0517947467923121,0.7388015774216824
0.0625055192527397,0.695359459244414
0.07543120063354615,0.6469077345488806
0.09102981779915217,0.5936894478076042
0.10985411419875583,0.5362786967677126
0.13257113655901082,0.4756350938802339
0.15998587196060574,0.4131209397178143
0.19306977288832497,0.35045798503823766
0.2329951810515372,0.28960584557584174
0.2811768697974228,0.23256068209187458
0.3393221771895326,0.18110058418838706
0.4094915062380423,0.13653502694352157
0.49417133613238334,0.09953265146135493
0.5963623316594643,0.0700861007049586
0.7196856730011514,0.047621786010641126
0.868511373751352,0.031201331354971138
1.0481131341546852,0.019731289025465046
1.2648552168552958,0.012119304600278047
1.5264179671752318,0.007364523695638152
1.8420699693267144,0.004603971860706783
2.2229964825261934,0.0031373957701507473
2.6826957952797246,0.002437755639096459
3.2374575428176433,0.0021447293987028877
3.906939937054613,0.002039857776735225
4.714866363457389,0.0020088082735347625
5.689866029018293,0.0020014929369749595
6.866488450042998,0.0020001837234212136
8.286427728546842,0.0020000153630646577
10.0,0.0020000008058557923
