lambda,rho
0.060080179551132804,0.016254320597842972
0.1802405386533883,0.0
0.3004008977556438,0.0
0.4205612568578993,0.06501728239137188
0.5407216159601548,0.03250864119568595
0.6608819750624103,0.0
0.7810423341646658,0.0
0.9012026932669214,0.03250864119568594
1.021363052369177,0.0
1.1415234114714323,0.0
1.261683770573688,0.0
1.3818441296759434,0.130034564782744
1.5020044887781987,0.0
1.6221648478804545,0.0
1.7423252069827098,0.0
1.8624855660849655,0.0
1.9826459251872208,0.032508641195686055
2.102806284289476,0.06501728239137175
2.2229666433917314,0.0
2.343127002493987,0.0
2.463287361596243,0.0
2.5834477206984983,0.1300345647827435
2.7036080798007536,0.0
2.8237684389030093,0.0
2.9439287980052646,0.0
3.06408915710752,0.0
3.1842495162097757,0.17879752657627232
3.3044098753120315,0.016254320597843
3.4245702344142868,0.032508641195685875
3.544730593516542,0.032508641195686
3.664890952618798,0.0
3.7850513117210536,0.0
3.9052116708233084,0.0
4.025372029925564,0.0
4.14553238902782,0.0
4.265692748130076,0.1300345647827435
4.3858531072323315,0.032508641195685875
4.506013466334586,0.0
4.626173825436842,0.0
4.746334184539098,0.0
4.866494543641354,0.0
4.9866549027436085,0.0
5.106815261845864,0.0
5.22697562094812,0.0
5.347135980050375,0.0
5.467296339152631,0.09752592358705764
5.587456698254886,0.0
5.707617057357142,0.0
5.827777416459397,0.0
5.947937775561653,0.0
6.0680981346639085,0.0
6.188258493766163,0.0
6.308418852868419,0.0
6.428579211970675,0.016254320597842938
6.548739571072931,0.0
6.668899930175186,0.0
6.789060289277441,0.0
6.909220648379697,0.4226123355439164
7.029381007481952,1.121548121251171
7.149541366584208,1.8204839069584091
7.269701725686463,1.5441604567950793
7.389862084788719,1.0565308388597912
7.510022443890975,0.2438148089676459
7.63018280299323,0.032508641195685875
7.7503431620954855,0.0
7.87050352119774,0.0
7.990663880299996,0.01625432059784282
8.110824239402252,0.0
8.230984598504506,0.0
8.351144957606763,0.0
8.471305316709017,0.0
8.591465675811275,0.0
8.711626034913529,0.0
8.831786394015786,0.032508641195685875
8.95194675311804,0.06501728239137272
9.072107112220294,0.0
9.192267471322552,0.0
9.312427830424806,0.0
9.432588189527063,0.0
9.552748548629317,0.0
9.672908907731575,0.0
9.793069266833829,0.0
9.913229625936083,0.0
10.03338998503834,0.0812716029892147
10.153550344140594,0.0812716029892147
10.273710703242852,0.0
10.393871062345106,0.0
10.514031421447363,0.0
10.634191780549617,0.0
10.754352139651871,0.0
10.874512498754129,0.04876296179352882
10.994672857856383,0.016254320597842938
11.11483321695864,0.06501728239137175
11.234993576060894,0.1300345647827435
11.355153935163152,0.0
11.475314294265406,0.0
11.59547465336766,0.0
11.715635012469917,0.032508641195685875
11.835795371572171,0.09752592358705764
11.955955730674429,0.0
12.076116089776683,0.0
12.19627644887894,0.0
12.316436807981194,0.06501728239137175
12.43659716708345,0.03250864119568636
12.556757526185706,0.0
12.67691788528796,0.0
12.797078244390217,0.0
12.917238603492471,0.016254320597842938
13.037398962594729,0.09752592358705764
13.157559321696983,0.016254320597842938
13.277719680799239,0.0
13.397880039901494,0.0
13.518040399003748,0.032508641195685875
13.638200758106006,0.0
13.75836111720826,0.0
13.878521476310517,0.032508641195685875
13.998681835412771,0.04876296179352882
14.118842194515027,0.01625432059784318
14.239002553617283,0.0
14.359162912719537,0.016254320597842938
